Timestamp    | Direction  | Target   | Bytes | Payload Data
6.246650     | OUT        | 7.2      | 1     | 00
6.251166     | OUT        | 7.5      | 0     | []
6.269662     | IN         | 7.6      | 0     | []
6.269672     | IN         | 7.6      | 0     | []
6.277913     | IN         | 7.3      | 1     | 90
6.278232     | IN         | 7.3      | 1     | 90
6.278769     | IN         | 7.3      | 1     | 00
6.282171     | OUT        | 7.5      | 0     | []
6.285843     | OUT        | 7.5      | 0     | []
6.304537     | OUT        | 7.5      | 0     | []
6.305503     | IN         | 7.6      | 0     | []
6.325395     | IN         | 7.6      | 0     | []
6.329681     | IN         | 7.6      | 0     | []
6.339270     | OUT        | 7.5      | 0     | []
6.341678     | IN         | 7.6      | 0     | []
6.355576     | IN         | 7.6      | 0     | []
6.356470     | OUT        | 7.2      | 1     | 00
6.365202     | IN         | 7.6      | 0     | []
6.369774     | OUT        | 7.5      | 0     | []
6.371603     | OUT        | 7.2      | 1     | 00
6.375759     | OUT        | 7.5      | 0     | []
6.376389     | IN         | 7.6      | 0     | []
6.381785     | OUT        | 7.2      | 1     | 00
6.403113     | OUT        | 7.5      | 0     | []
6.428030     | OUT        | 7.5      | 0     | []
6.444516     | IN         | 7.6      | 0     | []
